id,club_name,country,player_name,age,position,club_involved_name,club_involved_country,transfer_movement,transfer_period,year
4188,Al-Hazem SC,Saudi Arabia,Abdulrahman Al-Rio,24.0,Left-Back,Ittihad Club,Saudi Arabia,in,Summer,2018
4189,Al-Hazem SC,Saudi Arabia,Fawaz Al-Khaibari,26.0,Goalkeeper,,,out,Summer,2018
4190,Al-Hazem SC,Saudi Arabia,Pato,26.0,Centre-Forward,Al-Orobah FC,Saudi Arabia,out,Summer,2018
4191,Al-Hazem SC,Saudi Arabia,Saeed Al-Qarni,29.0,Right Midfield,Al-Ain FC,Saudi Arabia,out,Summer,2018
4192,Al-Hazem SC,Saudi Arabia,Moaid Al-Telihi,25.0,Attacking Midfield,Al-Kholood,Saudi Arabia,out,Summer,2018
4193,Al-Hazem SC,Saudi Arabia,Khaled Al-Lazam,19.0,Attack,CA Bizertin,Tunisia,out,Summer,2018
4194,Al-Hazem SC,Saudi Arabia,Sultan Al-Nemri,32.0,Left Midfield,Al-Arabi SC,Qatar,out,Summer,2018
4195,Al-Hazem SC,Saudi Arabia,Bouazza Feham,32.0,Attacking Midfield,MC Oran,Algeria,out,Summer,2018
4196,Al-Hazem SC,Saudi Arabia,Saeed Mustafa,32.0,Defensive Midfield,Free Agent,Free Agent,out,Summer,2018
4197,Al-Hazem SC,Saudi Arabia,Abdulaziz Al-Ruwdan,0.0,Goalkeeper,Free Agent,Free Agent,out,Summer,2018
4198,Al-Hazem SC,Saudi Arabia,Abdullah Al Haider,33.0,Midfield,Free Agent,Free Agent,out,Summer,2018
4199,Al-Hazem SC,Saudi Arabia,Abdulaziz Al-Marzouki,31.0,Goalkeeper,Free Agent,Free Agent,out,Summer,2018
4200,Al-Hazem SC,Saudi Arabia,Abdullah Gazi,33.0,Defence,Free Agent,Free Agent,out,Summer,2018
4201,Al-Hazem SC,Saudi Arabia,Shabib Al-Dosari,0.0,Defence,Free Agent,Free Agent,out,Summer,2018
4202,Al-Hazem SC,Saudi Arabia,Moussa Haqawi,0.0,Midfield,Free Agent,Free Agent,out,Summer,2018
4203,Al-Hazem SC,Saudi Arabia,Hussein Moath,0.0,Attack,Free Agent,Free Agent,out,Summer,2018
4204,Al-Hilal SFC,Saudi Arabia,Bafétimbi Gomis,33.0,Centre-Forward,Galatasaray,Turkey,in,Summer,2018
4205,Al-Hilal SFC,Saudi Arabia,André Carrillo,27.0,Right Winger,Benfica,Portugal,in,Summer,2018
4206,Al-Hilal SFC,Saudi Arabia,Alberto Botía,29.0,Centre-Back,Olympiacos,Greece,in,Summer,2018
4207,Al-Hilal SFC,Saudi Arabia,Omar Abdulrahman,26.0,Attacking Midfield,Al-Ain FC,Saudi Arabia,in,Summer,2018
4208,Al-Hilal SFC,Saudi Arabia,Nasser Al-Dawsari,19.0,Central Midfield,Al-Hilal U23,Saudi Arabia,in,Summer,2018
4209,Al-Hilal SFC,Saudi Arabia,Meshary Al-Qahtani,21.0,Central Midfield,Al-Hilal U23,Saudi Arabia,in,Summer,2018
4210,Al-Hilal SFC,Saudi Arabia,Fahad Al-Rashidi,21.0,Right Winger,Al-Hilal U23,Saudi Arabia,in,Summer,2018
4211,Al-Hilal SFC,Saudi Arabia,Ahmed Sharahili,24.0,Centre-Back,Al-Fateh,Saudi Arabia,in,Summer,2018
4212,Al-Hilal SFC,Saudi Arabia,Omar Khribin,25.0,Centre-Forward,Pyramids FC,Egypt,in,Summer,2018
4213,Al-Hilal SFC,Saudi Arabia,Léo Bonatini,24.0,Centre-Forward,Wolves,England,in,Summer,2018
4214,Al-Hilal SFC,Saudi Arabia,Salem Al-Dawsari,26.0,Left Winger,Villarreal,Spain,in,Summer,2018
4215,Al-Hilal SFC,Saudi Arabia,Mohammed Al-Baqawi,22.0,Right-Back,Al-Fayha,Saudi Arabia,in,Summer,2018
4216,Al-Hilal SFC,Saudi Arabia,Ezequiel Cerutti,27.0,Right Winger,Independiente,Argentina,in,Summer,2018
4217,Al-Hilal SFC,Saudi Arabia,Ahmed Bamsaud,22.0,Left-Back,Al-Fayha,Saudi Arabia,in,Summer,2018
4218,Al-Hilal SFC,Saudi Arabia,Léo Bonatini,24.0,Centre-Forward,Wolves,England,out,Summer,2018
4219,Al-Hilal SFC,Saudi Arabia,Ezequiel Cerutti,26.0,Right Winger,Independiente,Argentina,out,Summer,2018
4220,Al-Hilal SFC,Saudi Arabia,Nicolás Milesi,25.0,Central Midfield,Al-Dhafra FC,Saudi Arabia,out,Summer,2018
4221,Al-Hilal SFC,Saudi Arabia,Osama Hawsawi,34.0,Centre-Back,Al-Wehda,Saudi Arabia,out,Summer,2018
4222,Al-Hilal SFC,Saudi Arabia,Achraf Bencharki,23.0,Left Winger,Lens,France,out,Summer,2018
4223,Al-Hilal SFC,Saudi Arabia,Ahmed Bamsaud,22.0,Left-Back,Al-Fayha,Saudi Arabia,out,Summer,2018
4224,Al-Hilal SFC,Saudi Arabia,Faisal Darwish,26.0,Right-Back,Al-Wehda,Saudi Arabia,out,Summer,2018
4225,Al-Hilal SFC,Saudi Arabia,Abdullah Al-Zoari,30.0,Centre-Back,Al-Wehda,Saudi Arabia,out,Summer,2018
4226,Al-Hilal SFC,Saudi Arabia,Majed Al-Najrani,25.0,Defensive Midfield,Al-Fayha,Saudi Arabia,out,Summer,2018
4227,Al-Hilal SFC,Saudi Arabia,Meshary Al-Qahtani,21.0,Central Midfield,Al-Tai,Saudi Arabia,out,Summer,2018
4228,Al-Hilal SFC,Saudi Arabia,Anas Zabbani,21.0,Centre-Back,Al-Batin,Saudi Arabia,out,Summer,2018
4229,Al-Hilal SFC,Saudi Arabia,Abdulrahman Al-Yami,21.0,Centre-Forward,Al-Fayha,Saudi Arabia,out,Summer,2018
4230,Al-Hilal SFC,Saudi Arabia,Mujahid Al-Manee,22.0,Centre-Forward,Al-Hazem,Saudi Arabia,out,Summer,2018
4231,Al-Hilal SFC,Saudi Arabia,Yasser Al-Qahtani,35.0,Centre-Forward,Retired,Retired,out,Summer,2018
4232,Ittihad Club,Saudi Arabia,Romarinho,27.0,Centre-Forward,Al-Jazira,United Arab Emirates,in,Summer,2018
4233,Ittihad Club,Saudi Arabia,Aleksandar Pesic,26.0,Centre-Forward,Red Star,Serbia,in,Summer,2018
4234,Ittihad Club,Saudi Arabia,Thiago Carleto,29.0,Left-Back,Athletico-PR,Spain,in,Summer,2018
4235,Ittihad Club,Saudi Arabia,Jonas,26.0,Defensive Midfield,Flamengo,Brazil,in,Summer,2018
4236,Ittihad Club,Saudi Arabia,Matthew Jurman,28.0,Centre-Back,Suwon Bluewings,Korea Republic,in,Summer,2018
4237,Ittihad Club,Saudi Arabia,Karim El Ahmadi,33.0,Defensive Midfield,Feyenoord,Netherlands,in,Summer,2018
4238,Ittihad Club,Saudi Arabia,Hassan Muath,32.0,Right-Back,Al-Fayha,Saudi Arabia,in,Summer,2018
4239,Ittihad Club,Saudi Arabia,Ahmed Al-Nazeri,25.0,Centre-Forward,Al-Fateh,Saudi Arabia,in,Summer,2018
4240,Ittihad Club,Saudi Arabia,Ali Al-Zaqan,26.0,Right-Back,Al-Fateh,Saudi Arabia,in,Summer,2018
4241,Ittihad Club,Saudi Arabia,Mansour Al-Harbi,30.0,Left-Back,Free Agent,Free Agent,in,Summer,2018
4242,Ittihad Club,Saudi Arabia,Saud Abdulhamid,18.0,Right-Back,Ittihad C. U23,Saudi Arabia,in,Summer,2018
4243,Ittihad Club,Saudi Arabia,Rakan Al-Najar,23.0,Goalkeeper,Ittihad C. U23,Saudi Arabia,in,Summer,2018
4244,Ittihad Club,Saudi Arabia,Ahmed Saleh Bahusayn,17.0,Central Midfield,Ittihad C. U23,Saudi Arabia,in,Summer,2018
4245,Ittihad Club,Saudi Arabia,Hussein Halawani,22.0,Left-Back,Al-Batin,Saudi Arabia,in,Summer,2018
4246,Ittihad Club,Saudi Arabia,Fahad Al-Muwallad,23.0,Right Winger,Levante,Spain,in,Summer,2018
4247,Ittihad Club,Saudi Arabia,Majed Al-Khaibari,26.0,Left-Back,Al-Ettifaq,Saudi Arabia,in,Summer,2018
4248,Ittihad Club,Saudi Arabia,Faisal Al-Khara,24.0,Right-Back,Al-Taawoun,Saudi Arabia,in,Summer,2018
4249,Ittihad Club,Saudi Arabia,Qusai Al-Khaibary,26.0,Defensive Midfield,Jeddah FC,Saudi Arabia,out,Summer,2018
4250,Ittihad Club,Saudi Arabia,Ahmed Akaichi,29.0,Centre-Forward,ES Sahel,France,out,Summer,2018
4251,Ittihad Club,Saudi Arabia,Awadh Khrees,27.0,Right-Back,Al-Faisaly FC,Saudi Arabia,out,Summer,2018
4252,Ittihad Club,Saudi Arabia,Ahmed Al-Nazeri,25.0,Centre-Forward,Al-Fateh,Saudi Arabia,out,Summer,2018
4253,Ittihad Club,Saudi Arabia,Majed Al-Khaibari,26.0,Left-Back,Shoalah,Azerbaijan,out,Summer,2018
4254,Ittihad Club,Saudi Arabia,Yahya Kuhrmi,20.0,Right Midfield,Al-Taawoun,Saudi Arabia,out,Summer,2018
4255,Ittihad Club,Saudi Arabia,Yassen Hamza,27.0,Centre-Back,Al-Fateh,Saudi Arabia,out,Summer,2018
4256,Ittihad Club,Saudi Arabia,Rabea Al-Sofiani,31.0,Centre-Forward,Al-Taawoun,Saudi Arabia,out,Summer,2018
4257,Ittihad Club,Saudi Arabia,Abdulrahman Al-Rio,24.0,Left-Back,Al-Hazem,Saudi Arabia,out,Summer,2018
4258,Ittihad Club,Saudi Arabia,Hussein Halawani,22.0,Left-Back,Al-Orobah FC,Saudi Arabia,out,Summer,2018
4259,Ittihad Club,Saudi Arabia,Fahad Al-Muwallad,24.0,Right Winger,Ban,Ban,out,Summer,2018
4260,Ittihad Club,Saudi Arabia,Faisal Al-Khara,24.0,Right-Back,Free Agent,Free Agent,out,Summer,2018
4261,Ittihad Club,Saudi Arabia,Ibrahem Zaher Al-Shahri,22.0,Defensive Midfield,Free Agent,Free Agent,out,Summer,2018
4262,Ittihad Club,Saudi Arabia,Ali Al-Amri,23.0,Goalkeeper,Free Agent,Free Agent,out,Summer,2018
4263,Ittihad Club,Saudi Arabia,Turky Al Khudhair,30.0,Central Midfield,Free Agent,Free Agent,out,Summer,2018
4264,Ittihad Club,Saudi Arabia,Adnan Falatah,34.0,Left-Back,Free Agent,Free Agent,out,Summer,2018
4265,Ittihad Club,Saudi Arabia,Bader Al-Nakhli,30.0,Centre-Back,Free Agent,Free Agent,out,Summer,2018
4266,Ittihad Club,Saudi Arabia,Hani Al-Nahedh,30.0,Goalkeeper,Free Agent,Free Agent,out,Summer,2018
4267,Ittihad Club,Saudi Arabia,Fahad Al-Ansari,31.0,Defensive Midfield,Qadsia SC,France,out,Summer,2018
4268,Ittihad Club,Saudi Arabia,Kahraba,24.0,Centre-Forward,Zamalek,Egypt,out,Summer,2018
4269,Al-Nassr FC,Saudi Arabia,Ahmed Musa,25.0,Left Winger,Leicester,England,in,Summer,2018
4270,Al-Nassr FC,Saudi Arabia,Giuliano,28.0,Central Midfield,Fenerbahce,Turkey,in,Summer,2018
4271,Al-Nassr FC,Saudi Arabia,Nordin Amrabat,31.0,Right Winger,Watford,England,in,Summer,2018
4272,Al-Nassr FC,Saudi Arabia,Abderrazak Hamdallah,27.0,Centre-Forward,Al-Rayyan SC,Qatar,in,Summer,2018
4273,Al-Nassr FC,Saudi Arabia,Petros,29.0,Defensive Midfield,São Paulo,Brazil,in,Summer,2018
4274,Al-Nassr FC,Saudi Arabia,Christian Ramos,29.0,Centre-Back,Tiburones Rojos,Mexico,in,Summer,2018
4275,Al-Nassr FC,Saudi Arabia,Sultan Al-Ghannam,24.0,Right-Back,Al-Faisaly FC,Saudi Arabia,in,Summer,2018
4276,Al-Nassr FC,Saudi Arabia,Brad Jones,36.0,Goalkeeper,Feyenoord,Netherlands,in,Summer,2018
4277,Al-Nassr FC,Saudi Arabia,Hamad Al-Mansour,25.0,Right-Back,Al-Faisaly FC,Saudi Arabia,in,Summer,2018
4278,Al-Nassr FC,Saudi Arabia,Abdullah Al-Oaisher,27.0,Goalkeeper,Al-Fateh,Saudi Arabia,in,Summer,2018
4279,Al-Nassr FC,Saudi Arabia,Abdulrahman Al-Dosari,20.0,Defensive Midfield,Al-Nassr FC U23,Saudi Arabia,in,Summer,2018
4280,Al-Nassr FC,Saudi Arabia,Nawaf Al-Farshan,19.0,Defence,Al-Nassr FC U23,Saudi Arabia,in,Summer,2018
4281,Al-Nassr FC,Saudi Arabia,Yahya Al-Shehri,28.0,Attacking Midfield,CD Leganés,Spain,in,Summer,2018
4282,Al-Nassr FC,Saudi Arabia,Mohammed Fouzair,26.0,Right Winger,Ittihad Tanger,Morocco,out,Summer,2018
4283,Al-Nassr FC,Saudi Arabia,Hassan Al-Raheb,35.0,Second Striker,Al-Shabab,Saudi Arabia,out,Summer,2018
4284,Al-Nassr FC,Saudi Arabia,Hussein Shae'an,29.0,Goalkeeper,Al-Taawoun,Saudi Arabia,out,Summer,2018
4285,Al-Nassr FC,Saudi Arabia,Ferjani Sassi,26.0,Central Midfield,Zamalek,Egypt,out,Summer,2018
4286,Al-Nassr FC,Saudi Arabia,Abdullah Al-Enezi,28.0,Goalkeeper,Al-Nojoom FC,Saudi Arabia,out,Summer,2018
4287,Al-Nassr FC,Saudi Arabia,Abdulrahman Al-Dhaferi,21.0,Defensive Midfield,Al-Batin,Saudi Arabia,out,Summer,2018
4288,Al-Nassr FC,Saudi Arabia,Junior Kabananga,29.0,Centre-Forward,FC Astana,Kazakhstan,out,Summer,2018
4289,Al-Nassr FC,Saudi Arabia,Saad Suhail,30.0,Right-Back,Free Agent,Free Agent,out,Summer,2018
4290,Al-Nassr FC,Saudi Arabia,Abdelmoumene Djabou,31.0,Right Winger,ES Sétif,Algeria,out,Summer,2018
4291,Al-Nassr FC,Saudi Arabia,Leonardo,31.0,Left Winger,Al-Jazira,United Arab Emirates,out,Summer,2018
4292,Al-Qadsiah FC,Saudi Arabia,Rhys Williams,29.0,Centre-Back,Melbourne,Australia,in,Summer,2018
4293,Al-Qadsiah FC,Saudi Arabia,Jack Duncan,25.0,Goalkeeper,Newcastle,England,in,Summer,2018
4294,Al-Qadsiah FC,Saudi Arabia,Majed Al-Khaibari,27.0,Left-Back,Shoalah,Azerbaijan,in,Summer,2018
4295,Al-Qadsiah FC,Saudi Arabia,Aboubakar Oumarou,31.0,Centre-Forward,Shenzhen FC,China PR,in,Summer,2018
4296,Al-Qadsiah FC,Saudi Arabia,Jorginho,27.0,Attacking Midfield,Atlético-GO,Peru,in,Summer,2018
4297,Al-Qadsiah FC,Saudi Arabia,Ahmad Al-Zain,27.0,Right Winger,Al-Ahli SFC,Saudi Arabia,in,Summer,2018
4298,Al-Qadsiah FC,Saudi Arabia,Yago,22.0,Defensive Midfield,Atlético-MG,Peru,in,Summer,2018
4299,Al-Qadsiah FC,Saudi Arabia,Adnan Falatah,34.0,Left-Back,Free Agent,Free Agent,in,Summer,2018
4300,Al-Qadsiah FC,Saudi Arabia,Emad Fida,28.0,Goalkeeper,Al-Qadsiah U23,Saudi Arabia,in,Summer,2018
4301,Al-Qadsiah FC,Saudi Arabia,Yahia Awagi,23.0,Central Midfield,Al-Adalah,Saudi Arabia,in,Summer,2018
4302,Al-Qadsiah FC,Saudi Arabia,Fahad Al-Johani,26.0,Centre-Forward,Al-Fayha,Saudi Arabia,in,Summer,2018
4303,Al-Qadsiah FC,Saudi Arabia,Nasser Khalifah,22.0,Central Midfield,Khaleej,Saudi Arabia,in,Summer,2018
4304,Al-Qadsiah FC,Saudi Arabia,Mazen Abusharara,27.0,Centre-Forward,Al-Raed,Saudi Arabia,out,Summer,2018
4305,Al-Qadsiah FC,Saudi Arabia,Ahmed Karenshi,29.0,Left Midfield,Jeddah FC,Saudi Arabia,out,Summer,2018
4306,Al-Qadsiah FC,Saudi Arabia,Ahmed Al-Fahmi,27.0,Goalkeeper,Al-Washm,Iraq,out,Summer,2018
4307,Al-Qadsiah FC,Saudi Arabia,Fahad Al-Johani,26.0,Centre-Forward,Al-Batin,Saudi Arabia,out,Summer,2018
4308,Al-Qadsiah FC,Saudi Arabia,Wesam Mudhaya,26.0,Attacking Midfield,Al-Kawkab,Saudi Arabia,out,Summer,2018
4309,Al-Qadsiah FC,Saudi Arabia,Stanley Ohawuchi,28.0,Centre-Forward,Ajman Club,Saudi Arabia,out,Summer,2018
4310,Al-Qadsiah FC,Saudi Arabia,Walead Al-Shangeati,24.0,Centre-Forward,Al-Washm,Iraq,out,Summer,2018
4311,Al-Qadsiah FC,Saudi Arabia,Abdulrahman Al-Shahrani,24.0,Defensive Midfield,Free Agent,Free Agent,out,Summer,2018
4312,Al-Qadsiah FC,Saudi Arabia,Ahmed Al-Malkey,27.0,Defensive Midfield,Free Agent,Free Agent,out,Summer,2018
4313,Al-Qadsiah FC,Saudi Arabia,Paulo Sérgio,29.0,Centre-Forward,Free Agent,Free Agent,out,Summer,2018
4314,Al-Qadsiah FC,Saudi Arabia,Abdulaziz Al-Dawsari,29.0,Left Midfield,Al-Ettifaq,Saudi Arabia,out,Summer,2018
4315,Al-Qadsiah FC,Saudi Arabia,Faisal Al-Masrahi,26.0,Goalkeeper,Ban,Ban,out,Summer,2018
4316,Al-Qadsiah FC,Saudi Arabia,Jorginho,27.0,Attacking Midfield,Atlético-GO,Peru,out,Summer,2018
4317,Al-Raed SFC,Saudi Arabia,Abdullah Al-Mogren,21.0,Centre-Forward,Al-Washm,Iraq,in,Summer,2018
4318,Al-Raed SFC,Saudi Arabia,Azzedine Doukha,31.0,Goalkeeper,Ohod Club,Saudi Arabia,in,Summer,2018
4319,Al-Raed SFC,Saudi Arabia,Abdullah Al-Fahad,24.0,Centre-Back,Al-Shabab,Saudi Arabia,in,Summer,2018
4320,Al-Raed SFC,Saudi Arabia,Mazen Abusharara,27.0,Centre-Forward,Al-Qadsiah FC,Saudi Arabia,in,Summer,2018
4321,Al-Raed SFC,Saudi Arabia,Ferhan Hasani,28.0,Attacking Midfield,Shkendija,North Macedonia,in,Summer,2018
4322,Al-Raed SFC,Saudi Arabia,Yassine El Ghanassy,28.0,Left Winger,FC Nantes,France,in,Summer,2018
4323,Al-Raed SFC,Saudi Arabia,Ahmed Al-Ghamdi,24.0,Goalkeeper,Al-Wehda,Saudi Arabia,in,Summer,2018
4324,Al-Raed SFC,Saudi Arabia,Yahya Ateen,27.0,Defensive Midfield,Al-Ettifaq,Saudi Arabia,in,Summer,2018
4325,Al-Raed SFC,Saudi Arabia,Ali Al-Zubaidi,25.0,Right-Back,Al-Ahli SFC,Saudi Arabia,in,Summer,2018
4326,Al-Raed SFC,Saudi Arabia,Ahmed El Geaidy,21.0,Right Winger,El Mareekh,France,in,Summer,2018
4327,Al-Raed SFC,Saudi Arabia,Abdullah Al-Shammari,26.0,Goalkeeper,Al-Kawkab,Saudi Arabia,in,Summer,2018
4328,Al-Raed SFC,Saudi Arabia,Issam Erraki,37.0,Defensive Midfield,Ittihad Tanger,Morocco,out,Summer,2018
4329,Al-Raed SFC,Saudi Arabia,Eli Sabiá,29.0,Centre-Back,Chennaiyin FC,India,out,Summer,2018
4330,Al-Raed SFC,Saudi Arabia,Fahad Al-Rashidi,27.0,Central Midfield,Al-Orobah FC,Saudi Arabia,out,Summer,2018
4331,Al-Raed SFC,Saudi Arabia,Murad Al-Rashidi,27.0,Left Midfield,Al-Washm,Iraq,out,Summer,2018
4332,Al-Raed SFC,Saudi Arabia,Sultan Al-Sharif,26.0,Defensive Midfield,Al-Washm,Iraq,out,Summer,2018
4333,Al-Raed SFC,Saudi Arabia,Abdullah Al-Zahrani,24.0,Goalkeeper,Al-Mojzel,Saudi Arabia,out,Summer,2018
4334,Al-Raed SFC,Saudi Arabia,Samer Salem,25.0,Second Striker,Al-Najma SC,Bahrain,out,Summer,2018
4335,Al-Raed SFC,Saudi Arabia,Faris Al-Ayaf,26.0,Central Midfield,Al-Hazem,Saudi Arabia,out,Summer,2018
4336,Al-Raed SFC,Saudi Arabia,Mutab Sharahili,25.0,Goalkeeper,Damac FC,Saudi Arabia,out,Summer,2018
4337,Al-Raed SFC,Saudi Arabia,Khaled Al-Zylaeei,31.0,Right Winger,Abha,Saudi Arabia,out,Summer,2018
4338,Al-Raed SFC,Saudi Arabia,Mohanad Al-Qaydhi,21.0,Centre-Back,Al-Bukiryah FC,Qatar,out,Summer,2018
4339,Al-Raed SFC,Saudi Arabia,Khaled Al-Muqaitib,26.0,Goalkeeper,Al-Qaisumah FC,Saudi Arabia,out,Summer,2018
4340,Al-Raed SFC,Saudi Arabia,Khaled Al-Thbyti,25.0,Midfield,Free Agent,Free Agent,out,Summer,2018
4341,Al-Raed SFC,Saudi Arabia,Edison Tarabai,32.0,Centre-Forward,Hibernians FC,Malta,out,Summer,2018
4342,Al-Raed SFC,Saudi Arabia,Abdulaziz Al-Jamman,22.0,Right-Back,Al-Hilal U23,Saudi Arabia,out,Summer,2018
4343,Al-Raed SFC,Saudi Arabia,Shikabala,32.0,Right Winger,Zamalek,Egypt,out,Summer,2018
4344,Al-Raed SFC,Saudi Arabia,Ahmad Al-Harbi,23.0,Goalkeeper,Al-Ahli SFC,Saudi Arabia,out,Summer,2018
4345,Al-Shabab FC,Saudi Arabia,Constantin Budescu,29.0,Attacking Midfield,FCSB,Romania,in,Summer,2018
4346,Al-Shabab FC,Saudi Arabia,Somália,29.0,Central Midfield,Toulouse,France,in,Summer,2018
4347,Al-Shabab FC,Saudi Arabia,Luiz Antônio,27.0,Defensive Midfield,Chapecoense,Brazil,in,Summer,2018
4348,Al-Shabab FC,Saudi Arabia,Valerica Gaman,29.0,Centre-Back,FCSB,Romania,in,Summer,2018
4349,Al-Shabab FC,Saudi Arabia,Hassan Al-Raheb,35.0,Second Striker,Al-Nassr,Saudi Arabia,in,Summer,2018
4350,Al-Shabab FC,Saudi Arabia,Arthur Caíke,26.0,Left Winger,Pyramids FC,Egypt,in,Summer,2018
4351,Al-Shabab FC,Saudi Arabia,Ibrahim Alma,26.0,Goalkeeper,Sepahan,IR Iran,in,Summer,2018
4352,Al-Shabab FC,Saudi Arabia,Raghed Najjar,22.0,Goalkeeper,Free Agent,Free Agent,in,Summer,2018
4353,Al-Shabab FC,Saudi Arabia,Abdulelah Al-Shammeri,19.0,Attacking Midfield,Al-Shabab U23,Saudi Arabia,in,Summer,2018
4354,Al-Shabab FC,Saudi Arabia,Ali Al-Namer,26.0,Attacking Midfield,CD Numancia,Spain,in,Summer,2018
4355,Al-Shabab FC,Saudi Arabia,Idris Mbombo,22.0,Centre-Forward,Nkana FC,Ghana,in,Summer,2018
4356,Al-Shabab FC,Saudi Arabia,Waleed Hizam Al-Oneazi,23.0,Central Midfield,Al-Batin,Saudi Arabia,in,Summer,2018
4357,Al-Shabab FC,Saudi Arabia,Abdulmajeed Al-Sulaiheem,24.0,Central Midfield,Rayo Vallecano,Spain,in,Summer,2018
4358,Al-Shabab FC,Saudi Arabia,Abdulaziz Al-Bishi,24.0,Right Winger,Al-Taawoun,Saudi Arabia,in,Summer,2018
4359,Al-Shabab FC,Saudi Arabia,Abdulrahman Khayrallah,22.0,Right-Back,Al-Taawoun,Saudi Arabia,in,Summer,2018
4360,Al-Shabab FC,Saudi Arabia,Abdullah Al-Subaie,24.0,Defensive Midfield,Damac FC,Saudi Arabia,in,Summer,2018
4361,Al-Shabab FC,Saudi Arabia,Hassan Raghfawi,22.0,Left-Back,Al-Mojzel,Saudi Arabia,in,Summer,2018
4362,Al-Shabab FC,Saudi Arabia,Mansour Jawhar,23.0,Goalkeeper,Al-Qaisumah FC,Saudi Arabia,in,Summer,2018
4363,Al-Shabab FC,Saudi Arabia,Abdulmalik Al-Shammari,22.0,Left-Back,Al-Batin,Saudi Arabia,in,Summer,2018
4364,Al-Shabab FC,Saudi Arabia,Ibrahim Alma,26.0,Goalkeeper,Al-Wahda SC,Saudi Arabia,out,Summer,2018
4365,Al-Shabab FC,Saudi Arabia,Saad Abdul Ameer,26.0,Defensive Midfield,Al-Shorta SC,Iraq,out,Summer,2018
4366,Al-Shabab FC,Saudi Arabia,Sebastián Ubilla,27.0,Left Winger,U. de Chile,Chile,out,Summer,2018
4367,Al-Shabab FC,Saudi Arabia,Abdullah Al-Fahad,24.0,Centre-Back,Al-Raed,Saudi Arabia,out,Summer,2018
4368,Al-Shabab FC,Saudi Arabia,Abdulwahab Jafar,24.0,Right Winger,Al-Hazem,Saudi Arabia,out,Summer,2018
4369,Al-Shabab FC,Saudi Arabia,Mohamed Benyettou,28.0,Centre-Forward,Fujairah SC,United Arab Emirates,out,Summer,2018
4370,Al-Shabab FC,Saudi Arabia,Mansour Jawhar,23.0,Goalkeeper,Shoalah,Azerbaijan,out,Summer,2018
4371,Al-Shabab FC,Saudi Arabia,Abdulrahman Khayrallah,22.0,Right-Back,Al-Washm,Iraq,out,Summer,2018
4372,Al-Shabab FC,Saudi Arabia,Ali Al-Namer,26.0,Attacking Midfield,Al-Wehda,Saudi Arabia,out,Summer,2018
4373,Al-Shabab FC,Saudi Arabia,Abdulaziz Al-Bishi,24.0,Right Winger,Al-Faisaly FC,Saudi Arabia,out,Summer,2018
4374,Al-Shabab FC,Saudi Arabia,Idris Mbombo,22.0,Centre-Forward,Al-Hilal,Saudi Arabia,out,Summer,2018
4375,Al-Shabab FC,Saudi Arabia,Hassan Raghfawi,22.0,Left-Back,Damac FC,Saudi Arabia,out,Summer,2018
4376,Al-Shabab FC,Saudi Arabia,Muaid Ellafi,22.0,Left Winger,Free Agent,Free Agent,out,Summer,2018
4377,Al-Shabab FC,Saudi Arabia,Ahmed Ibrahim Otayf,35.0,Central Midfield,Retired,Retired,out,Summer,2018
4378,Al-Shabab FC,Saudi Arabia,Mohammed Al-Qarni,28.0,Defensive Midfield,Free Agent,Free Agent,out,Summer,2018
4379,Al-Shabab FC,Saudi Arabia,Saud Kariri,37.0,Defensive Midfield,Retired,Retired,out,Summer,2018
4380,Al-Shabab FC,Saudi Arabia,Hassan Muath,32.0,Right-Back,Al-Fayha,Saudi Arabia,out,Summer,2018
4381,Al-Taawoun FC,Saudi Arabia,Léandre Tawamba,28.0,Centre-Forward,Partizan,Serbia,in,Summer,2018
4382,Al-Taawoun FC,Saudi Arabia,Héldon,29.0,Left Winger,Sporting CP,Portugal,in,Summer,2018
4383,Al-Taawoun FC,Saudi Arabia,Hussein Shae'an,29.0,Goalkeeper,Al-Nassr,Saudi Arabia,in,Summer,2018
4384,Al-Taawoun FC,Saudi Arabia,Cássio,37.0,Goalkeeper,Rio Ave,Portugal,in,Summer,2018
4385,Al-Taawoun FC,Saudi Arabia,Abdullah Al-Araf,23.0,Goalkeeper,Al-Wehda,Saudi Arabia,in,Summer,2018
4386,Al-Taawoun FC,Saudi Arabia,Rayan Al-Mousa,24.0,Defensive Midfield,Al-Ahli SFC,Saudi Arabia,in,Summer,2018
4387,Al-Taawoun FC,Saudi Arabia,Mohammed Harzan,29.0,Right Winger,Ohod Club,Saudi Arabia,in,Summer,2018
4388,Al-Taawoun FC,Saudi Arabia,Rabea Al-Sofiani,31.0,Centre-Forward,Ittihad Club,Saudi Arabia,in,Summer,2018
4389,Al-Taawoun FC,Saudi Arabia,Yahya Kuhrmi,20.0,Right Midfield,Ittihad Club,Saudi Arabia,in,Summer,2018
4390,Al-Taawoun FC,Saudi Arabia,Hamdan Al-Ruwaili,23.0,Right-Back,Al-Orobah FC,Saudi Arabia,in,Summer,2018
4391,Al-Taawoun FC,Saudi Arabia,Jhonnattann,28.0,Right Winger,Al-Batin,Saudi Arabia,in,Summer,2018
4392,Al-Taawoun FC,Saudi Arabia,Muteb Al-Mufarrij,21.0,Centre-Back,Al-Hilal U23,Saudi Arabia,in,Summer,2018
