id,club_name,country,player_name,age,position,club_involved_name,club_involved_country,transfer_movement,transfer_period,year
6458,Al-Shabab FC,Saudi Arabia,Kahlid Al-Dubaysh,23.0,Left-Back,Damac FC,Saudi Arabia,out,Winter,2021
6459,Al-Shabab FC,Saudi Arabia,Igor Lichnovsky,27.0,Centre-Back,Tigres UANL,Mexico,out,Winter,2021
6460,Al-Shabab FC,Saudi Arabia,Jamal Bajandooh,29.0,Defensive Midfield,Al-Tai,Saudi Arabia,out,Winter,2021
6461,Al-Shabab FC,Saudi Arabia,Sebá,29.0,Left Winger,Free Agent,Free Agent,out,Winter,2021
6462,Al-Taawoun FC,Saudi Arabia,Aschraf El Mahdioui,25.0,Defensive Midfield,Wisla Kraków,Poland,in,Winter,2021
6463,Al-Taawoun FC,Saudi Arabia,Mostafa Fathi,27.0,Right Winger,Zamalek,Egypt,in,Winter,2021
6464,Al-Taawoun FC,Saudi Arabia,Hazaa Al-Hazaa,30.0,Centre-Forward,Al-Ettifaq,Saudi Arabia,in,Winter,2021
6465,Al-Taawoun FC,Saudi Arabia,Álvaro Medrán,27.0,Central Midfield,Chicago Fire,United States,in,Winter,2021
6466,Al-Taawoun FC,Saudi Arabia,Zé Luís,31.0,Centre-Forward,Loko Moscow,Russia,in,Winter,2021
6467,Al-Taawoun FC,Saudi Arabia,Motaz Hawsawi,29.0,Centre-Back,Al-Ahli SFC,Saudi Arabia,in,Winter,2021
6468,Al-Taawoun FC,Saudi Arabia,Christian Luyindama,28.0,Centre-Back,Galatasaray,Turkey,in,Winter,2021
6469,Al-Taawoun FC,Saudi Arabia,Malik Al-Abdulmonem,24.0,Centre-Forward,Al-Fayha,Saudi Arabia,in,Winter,2021
6470,Al-Taawoun FC,Saudi Arabia,Iago Santos,29.0,Centre-Back,Al-Shabab,Saudi Arabia,out,Winter,2021
6471,Al-Taawoun FC,Saudi Arabia,Sandro Manoel,33.0,Defensive Midfield,Al-Ahli SFC SC,Saudi Arabia,out,Winter,2021
6472,Al-Taawoun FC,Saudi Arabia,Ahmed Asiri,30.0,Centre-Back,Al-Faisaly FC,Saudi Arabia,out,Winter,2021
6473,Al-Taawoun FC,Saudi Arabia,Luvannor,31.0,Left Winger,Cruzeiro,Brazil,out,Winter,2021
6474,Al-Taawoun FC,Saudi Arabia,Cédric Amissi,31.0,Defensive Midfield,Al-Qadsiah FC,Saudi Arabia,out,Winter,2021
6475,Al-Taawoun FC,Saudi Arabia,Malik Al-Abdulmonem,24.0,Centre-Forward,Al-Fayha,Saudi Arabia,out,Winter,2021
6476,Al-Taawoun FC,Saudi Arabia,Mohammed Abusabaan,32.0,Defensive Midfield,Al-Fayha,Saudi Arabia,out,Winter,2021
6477,Al-Taawoun FC,Saudi Arabia,Ali Al-Namer,30.0,Attacking Midfield,Al-Fayha,Saudi Arabia,out,Winter,2021
6478,Al-Taawoun FC,Saudi Arabia,Hamdan Al-Ruwaili,26.0,Right-Back,Al-Orobah FC,Saudi Arabia,out,Winter,2021
6479,Al-Tai FC,Saudi Arabia,Collins Fai,29.0,Right-Back,Standard Liège,Belgium,in,Winter,2021
6480,Al-Tai FC,Saudi Arabia,Hassan Al-Jubairi,25.0,Right-Back,Al-Faisaly FC,Saudi Arabia,in,Winter,2021
6481,Al-Tai FC,Saudi Arabia,Jamal Bajandooh,29.0,Defensive Midfield,Al-Shabab,Saudi Arabia,in,Winter,2021
6482,Al-Tai FC,Saudi Arabia,Tobías Figueroa,29.0,Centre-Forward,Antofagasta,Chile,in,Winter,2021
6483,Al-Tai FC,Saudi Arabia,Mukhtar Ali,24.0,Defensive Midfield,Al-Nassr,Saudi Arabia,in,Winter,2021
6484,Al-Tai FC,Saudi Arabia,Rayan Hamed,19.0,Right-Back,Al-Ahli SFC,Saudi Arabia,in,Winter,2021
6485,Al-Tai FC,Saudi Arabia,Abdullah Hassoun,24.0,Right-Back,Al-Ahli SFC,Saudi Arabia,in,Winter,2021
6486,Al-Tai FC,Saudi Arabia,Nawaf Al-Aqidi,21.0,Goalkeeper,Al-Nassr,Saudi Arabia,in,Winter,2021
6487,Al-Tai FC,Saudi Arabia,Martin Lukov,28.0,Goalkeeper,Arda Kardzhali,Bulgaria,out,Winter,2021
6488,Al-Tai FC,Saudi Arabia,Lucas,29.0,Centre-Back,PAS Lamia,Greece,out,Winter,2021
6489,Al-Tai FC,Saudi Arabia,Imran Ilyas Bakur Adam,26.0,Left-Back,Al-Lewaa Club,Saudia Arabia,out,Winter,2021
6490,Al-Tai FC,Saudi Arabia,Osama Al-Khalaf,25.0,Right-Back,Al-Nassr,Saudi Arabia,out,Winter,2021
6491,Damac FC,Saudi Arabia,Abdulrahman Al-Yami,24.0,Centre-Forward,Ittihad Club,Saudi Arabia,in,Winter,2021
6492,Damac FC,Saudi Arabia,Kahlid Al-Dubaysh,23.0,Left-Back,Al-Shabab,Saudi Arabia,in,Winter,2021
6493,Damac FC,Saudi Arabia,Nono,28.0,Central Midfield,Honvéd,Hungary,in,Winter,2021
6494,Damac FC,Saudi Arabia,Domagoj Antolic,31.0,Central Midfield,Free Agent,Free Agent,in,Winter,2021
6495,Damac FC,Saudi Arabia,Mijo Caktas,29.0,Attacking Midfield,NK Osijek,Croatia,out,Winter,2021
6496,Damac FC,Saudi Arabia,Abdullah Khatab,27.0,Centre-Forward,Al-Jabalain,Saudi Arabia,out,Winter,2021
6497,Damac FC,Saudi Arabia,Ramzi Solan,23.0,Centre-Forward,Al-Nahdah FC,Saudi Arabia,out,Winter,2021
6498,Damac FC,Saudi Arabia,Filipe Augusto,28.0,Defensive Midfield,Free Agent,Free Agent,out,Winter,2021
6499,Damac FC,Saudi Arabia,Abdulrahman Al-Rio,27.0,Left-Back,Al-Hazem,Saudi Arabia,out,Winter,2021
6500,Al-Hilal SFC,Saudi Arabia,Fawaz Al-Torais,25.0,Left Winger,Al-Fayha,Saudi Arabia,in,Summer,2022
6501,Al-Hilal SFC,Saudi Arabia,Mohammed Al-Khaibari,20.0,Centre-Back,Al-Hilal U23,Saudi Arabia,in,Summer,2022
6502,Al-Hilal SFC,Saudi Arabia,Turki Al-Mutairi,21.0,Centre-Forward,Al-Hilal U23,Saudi Arabia,in,Summer,2022
6503,Al-Hilal SFC,Saudi Arabia,Mansour Al-Bishi,22.0,Central Midfield,Al-Raed,Saudi Arabia,in,Summer,2022
6504,Al-Hilal SFC,Saudi Arabia,Turki Al-Mutairi,21.0,Centre-Forward,Al-Batin,Saudi Arabia,in,Summer,2022
6505,Al-Hilal SFC,Saudi Arabia,Nawaf Al-Ghamdi,23.0,Goalkeeper,Shoalah,Azerbaijan,in,Summer,2022
6506,Al-Hilal SFC,Saudi Arabia,Hamad Al-Abdan,22.0,Attacking Midfield,Al-Hazem,Saudi Arabia,in,Summer,2022
6507,Al-Hilal SFC,Saudi Arabia,Khalifah Al-Dawsari,23.0,Centre-Back,Al-Fateh,Saudi Arabia,in,Summer,2022
6508,Al-Hilal SFC,Saudi Arabia,Habib Al-Wutaian,25.0,Goalkeeper,Al-Hazem,Saudi Arabia,in,Summer,2022
6509,Al-Hilal SFC,Saudi Arabia,Luciano Vietto,28.0,Centre-Forward,Al-Shabab,Saudi Arabia,in,Summer,2022
6510,Al-Hilal SFC,Saudi Arabia,Abdullah Al-Bishi,21.0,Goalkeeper,Free Agent,Free Agent,out,Summer,2022
6511,Al-Hilal SFC,Saudi Arabia,Abdullah Al-Jadani,31.0,Goalkeeper,Ittihad Club,Saudi Arabia,out,Summer,2022
6512,Al-Hilal SFC,Saudi Arabia,Mansour Al-Bishi,22.0,Central Midfield,Al-Raed,Saudi Arabia,out,Summer,2022
6513,Al-Hilal SFC,Saudi Arabia,Abdullah Radif,19.0,Centre-Forward,Al-Taawoun,Saudi Arabia,out,Summer,2022
6514,Al-Hilal SFC,Saudi Arabia,Abdulrahman Al-Obaid,29.0,Left-Back,Al-Ettifaq,Saudi Arabia,out,Summer,2022
6515,Al-Hilal SFC,Saudi Arabia,Saad Al-Nasser,21.0,Attacking Midfield,Al-Taawoun,Saudi Arabia,out,Summer,2022
6516,Al-Hilal SFC,Saudi Arabia,Fawaz Al-Torais,25.0,Left Winger,Al-Adalah,Saudi Arabia,out,Summer,2022
6517,Al-Hilal SFC,Saudi Arabia,Hamad Al-Abdan,22.0,Attacking Midfield,Khaleej,Saudi Arabia,out,Summer,2022
6518,Al-Hilal SFC,Saudi Arabia,Turki Al-Mutairi,21.0,Centre-Forward,Al-Batin,Saudi Arabia,out,Summer,2022
6519,Al-Hilal SFC,Saudi Arabia,Nawaf Al-Ghamdi,23.0,Goalkeeper,Free Agent,Free Agent,out,Summer,2022
6520,Al-Hilal SFC,Saudi Arabia,Turki Al-Mutairi,21.0,Centre-Forward,Al-Taawoun,Saudi Arabia,out,Summer,2022
6521,Ittihad Club,Saudi Arabia,Hélder Costa,28.0,Right Winger,Leeds,England,in,Summer,2022
6522,Ittihad Club,Saudi Arabia,Ahmed Bamsaud,26.0,Left-Back,Al-Fayha,Saudi Arabia,in,Summer,2022
6523,Ittihad Club,Saudi Arabia,Mohammed Al-Saiari,29.0,Centre-Forward,Al-Faisaly FC,Saudi Arabia,in,Summer,2022
6524,Ittihad Club,Saudi Arabia,Zakaria Hawsawi,21.0,Left-Back,Ohod Club,Saudi Arabia,in,Summer,2022
6525,Ittihad Club,Saudi Arabia,Abdullah Al-Jadani,31.0,Goalkeeper,Al-Hilal,Saudi Arabia,in,Summer,2022
