club_name,country,player_name,age,position,club_involved_name,club_involved_country,transfer_movement,transfer_period,year,id
Ittihad Club,Saudi Arabia,Mishal Al-Saeed,20.0,Left-Back,Hajer,Saudi Arabia,in,Summer,2004,216
Ittihad Club,Saudi Arabia,Ibrahim Suwayed,29.0,Right Midfield,Al-Ahli SFC,Saudi Arabia,in,Summer,2004,217
Ittihad Club,Saudi Arabia,Othman El Assas,25.0,Defensive Midfield,Al-Shaab,Qatar,in,Summer,2004,218
Ittihad Club,Saudi Arabia,Marcão,30.0,Centre-Back,Atlético-PR,Brazil,in,Summer,2004,219
Ittihad Club,Saudi Arabia,Fabio Araújo Pinto,24.0,Centre-Forward,Chemnitzer FC,Germany,out,Summer,2004,220
Ittihad Club,Saudi Arabia,Dimba,30.0,Centre-Forward,Flamengo,Brazil,out,Summer,2004,221
Ittihad Club,Saudi Arabia,Khalid Massad,32.0,Attacking Midfield,Retired,Retired,out,Summer,2004,222
Ittihad Club,Saudi Arabia,Alain Masudi,26.0,Attacking Midfield,Sturm Graz,Austria,out,Summer,2004,223
Ittihad Club,Saudi Arabia,Rolando Zárate,25.0,Centre-Forward,Vélez Sarsfield,Argentina,out,Summer,2004,224
Al-Ahli SFC,Saudi Arabia,Lúcio Flávio,25.0,Attacking Midfield,São Caetano,San Marino,in,Summer,2004,225
Al-Ahli SFC,Saudi Arabia,Malek Mouath,22.0,Centre-Forward,Al-Ansar,Lebanon,in,Summer,2004,226
Al-Ahli SFC,Saudi Arabia,Husain Turki,22.0,Centre-Forward,Khaleej,Saudi Arabia,in,Summer,2004,227
Al-Ahli SFC,Saudi Arabia,Sahib Al-Abdullah,26.0,Defensive Midfield,Khaleej,Saudi Arabia,in,Summer,2004,228
Al-Ahli SFC,Saudi Arabia,Fahad Al-Shammari,23.0,Goalkeeper,Al-Tai,Saudi Arabia,in,Summer,2004,229
Al-Ahli SFC,Saudi Arabia,Khaled Omar Gahwji,28.0,Attacking Midfield,Ittihad Club,Saudi Arabia,out,Summer,2004,230
Al-Ahli SFC,Saudi Arabia,Paulinho,22.0,Second Striker,Dorados Sinaloa,Mexico,out,Summer,2004,231
Al-Ahli SFC,Saudi Arabia,Ibrahim Suwayed,29.0,Right Midfield,Ittihad Club,Saudi Arabia,out,Summer,2004,232
Al-Ahli SFC,Saudi Arabia,Edmílson,30.0,Attack,Santo André,Brazil,out,Summer,2004,233
Al-Ahli SFC,Saudi Arabia,Mohammed Sheliah,29.0,Right-Back,Retired,Retired,out,Summer,2004,234
Al-Shabab FC,Saudi Arabia,Leonardo,24.0,Centre-Forward,Brasiliense,Brazil,in,Summer,2004,235
Al-Shabab FC,Saudi Arabia,Nashat Akram,19.0,Attacking Midfield,Al-Nassr,Saudi Arabia,in,Summer,2004,236
Al-Shabab FC,Saudi Arabia,Hassan Muath,18.0,Right-Back,Al-Ansar,Lebanon,in,Summer,2004,237
Al-Shabab FC,Saudi Arabia,Zaid Al-Mowalad,28.0,Left-Back,,,in,Summer,2004,238
Al-Shabab FC,Saudi Arabia,Roberto Holsen,28.0,Centre-Forward,Club Universitario de Deportes,Peru,out,Summer,2004,239
Al-Nassr FC,Saudi Arabia,Nashat Akram,19.0,Attacking Midfield,Al-Shabab,Saudi Arabia,out,Summer,2004,240
Al-Nassr FC,Saudi Arabia,Saad Al-Shehri,24.0,Midfield,,,out,Summer,2004,241
Al-Tai FC,Saudi Arabia,Fahad Al-Shammari,23.0,Goalkeeper,Al-Ahli SFC,Saudi Arabia,out,Summer,2004,242
Al-Wehda FC,Saudi Arabia,Lofti Belhaj,25.0,Midfield,FC Gueugnon,France,in,Summer,2004,243
Al-Wehda FC,Saudi Arabia,Mohammed Rabia Al-Noobi,23.0,Centre-Back,Kazma SC,France,in,Summer,2004,244
Al-Wehda FC,Saudi Arabia,Ahmed Kano,19.0,Central Midfield,Al-Orouba SC,Saudi Arabia,in,Summer,2004,245
Al-Wehda FC,Saudi Arabia,Patrick Kazadi,26.0,Centre-Forward,AS Marsa,Tunisia,in,Summer,2004,246
Al-Wehda FC,Saudi Arabia,Assaf Al Qarni,20.0,Goalkeeper,Al-Wehda FC U23,Saudi Arabia,in,Summer,2004,247
Al-Wehda FC,Saudi Arabia,Abdulkhaleq Barnawi,19.0,Central Midfield,Al-Wehda FC U23,Saudi Arabia,in,Summer,2004,248
Al-Ettifaq FC,Saudi Arabia,Heiner Backhaus,22.0,Defensive Midfield,,,in,Summer,2004,249
Al-Ettifaq FC,Saudi Arabia,Luís Alberto,21.0,Defensive Midfield,EC Bahia,France,in,Summer,2004,250
Al-Ettifaq FC,Saudi Arabia,José Soares,28.0,Centre-Back,Al-Shamal SC,Qatar,out,Summer,2004,251
Al-Riyadh SC,Saudi Arabia,Badar Al-Maimani,19.0,Attacking Midfield,Muscat Club,Saudi Arabia,in,Summer,2004,252
Al-Riyadh SC,Saudi Arabia,Khalifa Ayil Al-Naufli,20.0,Centre-Back,Oman Club,Saudi Arabia,in,Summer,2004,253
Al-Riyadh SC,Saudi Arabia,Amad Al-Hosni,19.0,Centre-Forward,Al-Khaburah SC,Qatar,in,Summer,2004,254
Al-Qadsiah FC,Saudi Arabia,Zé Augusto,25.0,Attacking Midfield,Sampaio Corrêa,Brazil,in,Summer,2004,255
Al-Qadsiah FC,Saudi Arabia,Youssef Al-Salem,19.0,Centre-Forward,Al-Qadsiah U23,Saudi Arabia,in,Summer,2004,256
Al-Qadsiah FC,Saudi Arabia,Jaber Hagawi,22.0,Defence,Al-Qadsiah U23,Saudi Arabia,in,Summer,2004,257
Al-Ansar,Saudi Arabia,Sílvio,34.0,Attack,AC Tripoli,Lebanon,in,Summer,2004,258
Al-Ansar,Saudi Arabia,Malek Mouath,22.0,Centre-Forward,Al-Ahli SFC,Saudi Arabia,out,Summer,2004,259
Al-Ansar,Saudi Arabia,Hassan Muath,18.0,Right-Back,Al-Shabab,Saudi Arabia,out,Summer,2004,260
Al-Hilal SFC,Saudi Arabia,Majed Al-Marshadi,20.0,Centre-Back,Al-Jabalain,Saudi Arabia,in,Winter,2004,261
Al-Hilal SFC,Saudi Arabia,Ahmed Khaleel,34.0,Defence,,,in,Winter,2004,262
Al-Hilal SFC,Saudi Arabia,Mossoró,19.0,Centre-Forward,Baraúnas,United Arab Emirates,in,Winter,2004,263
Al-Hilal SFC,Saudi Arabia,Yasser Elyass,27.0,Right-Back,Ohod Club,Saudi Arabia,in,Winter,2004,264
Al-Hilal SFC,Saudi Arabia,Jatto Ceesay,30.0,Right Winger,Willem II,Netherlands,out,Winter,2004,265
Al-Hilal SFC,Saudi Arabia,Leandro Avíla,32.0,Defensive Midfield,Marília,United Arab Emirates,out,Winter,2004,266
Al-Hilal SFC,Saudi Arabia,Hussain Al-Ali,28.0,Centre-Forward,Al-Hazem,Saudi Arabia,out,Winter,2004,267
Ittihad Club,Saudi Arabia,Adnan Falatah,20.0,Left-Back,Ittihad C. U23,Saudi Arabia,in,Winter,2004,268
Ittihad Club,Saudi Arabia,Dejan Petkovic,32.0,Attacking Midfield,Fluminense,Brazil,out,Winter,2004,269
Ittihad Club,Saudi Arabia,Tcheco,28.0,Central Midfield,Santos,Brazil,out,Winter,2004,270
Al-Ahli SFC,Saudi Arabia,Alessandro Cambalhota,31.0,Right Winger,São Caetano,San Marino,in,Winter,2004,271
Al-Ahli SFC,Saudi Arabia,Husain Turki,22.0,Centre-Forward,Khaleej,Saudi Arabia,out,Winter,2004,272
Al-Shabab FC,Saudi Arabia,Rasheed Yekini,41.0,Centre-Forward,Gateway FC,England,out,Winter,2004,273
Al-Shabab FC,Saudi Arabia,Fernandes,26.0,Attacking Midfield,Figueirense FC,Brazil,out,Winter,2004,274
Ohod Club,Saudi Arabia,Yasser Elyass,27.0,Right-Back,Al-Hilal,Saudi Arabia,out,Winter,2004,275
Al-Wehda FC,Saudi Arabia,Lofti Belhaj,25.0,Midfield,AS Marsa,Tunisia,out,Winter,2004,276
Al-Wehda FC,Saudi Arabia,Ahmed Kano,19.0,Central Midfield,Al-Ain FC,Saudi Arabia,out,Winter,2004,277
Al-Ettifaq FC,Saudi Arabia,Fawzi Bashir,20.0,Attacking Midfield,Al-Nasr SC,Saudi Arabia,in,Winter,2004,278
Al-Ettifaq FC,Saudi Arabia,Heiner Backhaus,22.0,Defensive Midfield,,,out,Winter,2004,279
Al-Ansar,Saudi Arabia,Sílvio,35.0,Attack,Coruripe,Colombia,in,Winter,2004,280
Al-Ansar,Saudi Arabia,Sílvio,34.0,Attack,Coruripe,Colombia,out,Winter,2004,281
Al-Hilal SFC,Saudi Arabia,Yasser Al-Qahtani,22.0,Centre-Forward,Al-Qadsiah FC,Saudi Arabia,in,Summer,2005,282
Al-Hilal SFC,Saudi Arabia,Abdullatif Al-Ghannam,19.0,Defensive Midfield,Al-Shabab,Saudi Arabia,in,Summer,2005,283
Al-Hilal SFC,Saudi Arabia,Fahad Al-Shammari,24.0,Goalkeeper,Al-Tai,Saudi Arabia,in,Summer,2005,284
Al-Hilal SFC,Saudi Arabia,Ahmad Al-Dokhi,28.0,Right-Back,Ittihad Club,Saudi Arabia,out,Summer,2005,285
Al-Hilal SFC,Saudi Arabia,Abdullah Al-Shehan,28.0,Attack,Al-Shabab,Saudi Arabia,out,Summer,2005,286
Al-Hilal SFC,Saudi Arabia,Paulo Silva,30.0,Attack,Retired,Retired,out,Summer,2005,287
Al-Nassr FC,Saudi Arabia,Adriano Chuva,26.0,Centre-Forward,Sport Recife,Brazil,in,Summer,2005,288
Al-Nassr FC,Saudi Arabia,Saad Al-Harthi,22.0,Centre-Forward,Ittihad Club,Saudi Arabia,in,Summer,2005,289
Al-Shabab FC,Saudi Arabia,Túlio Maravilha,36.0,Centre-Forward,Juventude,Brazil,in,Summer,2005,290
Al-Shabab FC,Saudi Arabia,Léider Preciado,28.0,Centre-Forward,Indep. Santa Fe,Colombia,in,Summer,2005,291
Al-Shabab FC,Saudi Arabia,Mohammad Khoja,23.0,Goalkeeper,Al-Ansar,Lebanon,in,Summer,2005,292
Al-Shabab FC,Saudi Arabia,Abdullah Al-Shehan,28.0,Attack,Al-Hilal,Saudi Arabia,in,Summer,2005,293
Al-Shabab FC,Saudi Arabia,Ousmane N'Doye,28.0,Defensive Midfield,Coimbra,Portugal,in,Summer,2005,294
Al-Shabab FC,Saudi Arabia,Abdullah Shuhail,20.0,Left-Back,Al-Shabab U23,Saudi Arabia,in,Summer,2005,295
Al-Shabab FC,Saudi Arabia,Leonardo,24.0,Centre-Forward,Bragantino,Brazil,out,Summer,2005,296
Al-Shabab FC,Saudi Arabia,Túlio Maravilha,36.0,Centre-Forward,Volta Redonda,Brazil,out,Summer,2005,297
Al-Shabab FC,Saudi Arabia,Abdullatif Al-Ghannam,19.0,Defensive Midfield,Al-Hilal,Saudi Arabia,out,Summer,2005,298
Al-Shabab FC,Saudi Arabia,Tariq Al Hargan,20.0,Goalkeeper,Free Agent,Free Agent,out,Summer,2005,299
Ittihad Club,Saudi Arabia,Lima,23.0,Centre-Forward,Atlético-PR,Brazil,in,Summer,2005,300
Ittihad Club,Saudi Arabia,Mohamed Kallon,25.0,Centre-Forward,Monaco,France,in,Summer,2005,301
Ittihad Club,Saudi Arabia,Olivier Boumelaha,24.0,Centre-Forward,Chaux-de-Fonds,Switzerland,in,Summer,2005,302
Ittihad Club,Saudi Arabia,Tisir Al-Antaif,31.0,Goalkeeper,Khaleej,Saudi Arabia,in,Summer,2005,303
Ittihad Club,Saudi Arabia,Pedrinho,28.0,Attacking Midfield,Palmeiras,Brazil,in,Summer,2005,304
Ittihad Club,Saudi Arabia,Ahmad Al-Dokhi,28.0,Right-Back,Al-Hilal,Saudi Arabia,in,Summer,2005,305
Ittihad Club,Saudi Arabia,Joseph-Désiré Job,27.0,Centre-Forward,Middlesbrough,England,in,Summer,2005,306
Ittihad Club,Saudi Arabia,Cláudio Pitbull,23.0,Centre-Forward,FC Porto,Portugal,in,Summer,2005,307
Ittihad Club,Saudi Arabia,Talal Assiri,16.0,Right-Back,Ittihad Club,Saudi Arabia,in,Summer,2005,308
Ittihad Club,Saudi Arabia,Mustafa Malayekah,19.0,Goalkeeper,Ittihad C. U23,Saudi Arabia,in,Summer,2005,309
Ittihad Club,Saudi Arabia,Tcheco,29.0,Central Midfield,Santos,Brazil,in,Summer,2005,310
Ittihad Club,Saudi Arabia,Mario Carevic,23.0,Left Midfield,VfB Stuttgart,Germany,out,Summer,2005,311
Ittihad Club,Saudi Arabia,Lima,24.0,Centre-Forward,Botafogo,Brazil,out,Summer,2005,312
Ittihad Club,Saudi Arabia,Othman El Assas,26.0,Defensive Midfield,Al-Gharafa SC,Qatar,out,Summer,2005,313
Ittihad Club,Saudi Arabia,Hamid Nater,24.0,Midfield,Al-Ettifaq,Saudi Arabia,out,Summer,2005,314
Ittihad Club,Saudi Arabia,Serginho,31.0,Centre-Forward,Al-Gharafa Res.,Qatar,out,Summer,2005,315
Ittihad Club,Saudi Arabia,Al Hassan Al-Yami,32.0,Attack,Najran SC,Saudi Arabia,out,Summer,2005,316
Ittihad Club,Saudi Arabia,Obina,22.0,Centre-Forward,Flamengo,Brazil,out,Summer,2005,317
Ittihad Club,Saudi Arabia,Salah Iddine Khlifi,26.0,Midfield,Qadsia SC,France,out,Summer,2005,318
Ittihad Club,Saudi Arabia,Saad Al-Harthi,22.0,Centre-Forward,Al-Nassr,Saudi Arabia,out,Summer,2005,319
Ittihad Club,Saudi Arabia,Joseph-Désiré Job,28.0,Centre-Forward,Middlesbrough,England,out,Summer,2005,320
Al-Ettifaq FC,Saudi Arabia,Hassen Riahi,31.0,Central Midfield,CA Bizertin,Tunisia,in,Summer,2005,321
Al-Ettifaq FC,Saudi Arabia,Rabil Lafoui,29.0,Attack,Wydad AC,Morocco,in,Summer,2005,322
Al-Ettifaq FC,Saudi Arabia,Hamid Nater,24.0,Midfield,Ittihad Club,Saudi Arabia,in,Summer,2005,323
Al-Ettifaq FC,Saudi Arabia,Abdellatif Jrindou,30.0,Centre-Back,Raja Casablanca,Morocco,in,Summer,2005,324
Al-Ettifaq FC,Saudi Arabia,André Neles,28.0,Centre-Forward,Fortaleza,Brazil,in,Summer,2005,325
Al-Ettifaq FC,Saudi Arabia,Awule Quaye,24.0,Attacking Midfield,Zamalek,Egypt,out,Summer,2005,326
Al-Qadsiah FC,Saudi Arabia,Mohammad Kassas,29.0,Centre-Forward,Nejmeh SC,Lebanon,in,Summer,2005,327
Al-Qadsiah FC,Saudi Arabia,Mohammed Al-Sahlawi,18.0,Centre-Forward,Al-Qadsiah U23,Saudi Arabia,in,Summer,2005,328
Al-Qadsiah FC,Saudi Arabia,Yasser Al-Qahtani,22.0,Centre-Forward,Al-Hilal,Saudi Arabia,out,Summer,2005,329
Al-Wehda FC,Saudi Arabia,Mohammed Rabia Al-Noobi,24.0,Centre-Back,Al-Sadd SC,Qatar,out,Summer,2005,330
Al-Hazem SC,Saudi Arabia,Qusay Munir,24.0,Defensive Midfield,Al-Khor SC,Qatar,in,Summer,2005,331
Al-Hazem SC,Saudi Arabia,Salaheddine Aqqal,20.0,Right Winger,O. Khouribga,Morocco,in,Summer,2005,332
Al-Tai FC,Saudi Arabia,Fahad Al-Shammari,24.0,Goalkeeper,Al-Ahli SFC,Saudi Arabia,in,Summer,2005,333
Al-Tai FC,Saudi Arabia,Fahad Al-Shammari,24.0,Goalkeeper,Al-Hilal,Saudi Arabia,out,Summer,2005,334
Al-Ahli SFC,Saudi Arabia,Youssef Rabeh,20.0,Centre-Back,FUS Rabat,Morocco,in,Summer,2005,335
Al-Ahli SFC,Saudi Arabia,Mohamed Eid Al-Bishi,18.0,Centre-Back,Al-Ahli SFC U23,Saudi Arabia,in,Summer,2005,336
Al-Ahli SFC,Saudi Arabia,Ahmad Darwish,21.0,Right Midfield,Al-Ahli SFC U23,Saudi Arabia,in,Summer,2005,337
Al-Ahli SFC,Saudi Arabia,Yasser Al-Mosailem,22.0,Goalkeeper,Al-Ahli SFC U23,Saudi Arabia,in,Summer,2005,338
Al-Ahli SFC,Saudi Arabia,Jufain Al-Bishi,18.0,Centre-Back,Al-Ahli SFC U23,Saudi Arabia,in,Summer,2005,339
Al-Ahli SFC,Saudi Arabia,Mohammed Massad,22.0,Central Midfield,Al-Ahli SFC U23,Saudi Arabia,in,Summer,2005,340
Al-Ahli SFC,Saudi Arabia,Kim,25.0,Centre-Forward,AS Nancy,France,out,Summer,2005,341
Al-Ahli SFC,Saudi Arabia,Alessandro Cambalhota,32.0,Right Winger,Figueirense FC,Brazil,out,Summer,2005,342
Al-Ahli SFC,Saudi Arabia,Tisir Al-Antaif,31.0,Goalkeeper,Khaleej,Saudi Arabia,out,Summer,2005,343
Al-Ahli SFC,Saudi Arabia,Naif Al-Qadi,27.0,Centre-Back,Al-Rayyan SC,Qatar,out,Summer,2005,344
Al-Ahli SFC,Saudi Arabia,Husain Turki,23.0,Centre-Forward,Al-Riyadh SC,Qatar,out,Summer,2005,345
Al-Ahli SFC,Saudi Arabia,Mohammed Al-Khilaiwi,33.0,Centre-Back,Retired,Retired,out,Summer,2005,346
Al-Ahli SFC,Saudi Arabia,Lúcio Flávio,26.0,Attacking Midfield,São Caetano,San Marino,out,Summer,2005,347
Al-Ahli SFC,Saudi Arabia,Fahad Al-Shammari,24.0,Goalkeeper,Al-Tai,Saudi Arabia,out,Summer,2005,348
Al-Ansar,Saudi Arabia,Mohammad Khoja,23.0,Goalkeeper,Al-Shabab,Saudi Arabia,out,Summer,2005,349
Al-Hilal SFC,Saudi Arabia,Giovanni,33.0,Attacking Midfield,Santos,Brazil,in,Winter,2005,350
Al-Hilal SFC,Saudi Arabia,Kamel Al-Mousa,23.0,Centre-Back,Al-Wehda,Saudi Arabia,in,Winter,2005,351
Al-Hilal SFC,Saudi Arabia,Joelson,25.0,Centre-Forward,Paraná,Brazil,out,Winter,2005,352
Al-Hilal SFC,Saudi Arabia,Mossoró,20.0,Centre-Forward,Ponte Preta,Brazil,out,Winter,2005,353
Al-Hilal SFC,Saudi Arabia,Majed Al-Marshadi,21.0,Centre-Back,Al-Wehda,Saudi Arabia,out,Winter,2005,354
Al-Nassr FC,Saudi Arabia,Talal Al-Meshal,27.0,Centre-Forward,Al-Ahli SFC,Saudi Arabia,in,Winter,2005,355
Al-Nassr FC,Saudi Arabia,Adriano Chuva,26.0,Centre-Forward,Daejeon Citizen,Korea Republic,out,Winter,2005,356
Al-Nassr FC,Saudi Arabia,Saad Al-Harthi,22.0,Centre-Forward,Ittihad Club,Saudi Arabia,out,Winter,2005,357
Al-Shabab FC,Saudi Arabia,Nasser Al-Shamrani,22.0,Centre-Forward,Al-Wehda,Saudi Arabia,in,Winter,2005,358
Al-Shabab FC,Saudi Arabia,Ahmed Al-Bahri,25.0,Right-Back,Al-Ettifaq,Saudi Arabia,in,Winter,2005,359
Al-Shabab FC,Saudi Arabia,Léider Preciado,28.0,Centre-Forward,Indep. Santa Fe,Colombia,out,Winter,2005,360
Ittihad Club,Saudi Arabia,Prince Tagoe,19.0,Centre-Forward,Hearts of Oak,Ghana,in,Winter,2005,361
Ittihad Club,Saudi Arabia,Jaouad Zairi,23.0,Right Midfield,FC Sochaux,France,in,Winter,2005,362
Ittihad Club,Saudi Arabia,Saad Al-Harthi,22.0,Centre-Forward,Al-Nassr,Saudi Arabia,in,Winter,2005,363
Ittihad Club,Saudi Arabia,Lima,24.0,Centre-Forward,São Paulo,Brazil,out,Winter,2005,364
Ittihad Club,Saudi Arabia,Tcheco,29.0,Central Midfield,Grêmio,Brazil,out,Winter,2005,365
Ittihad Club,Saudi Arabia,Cláudio Pitbull,23.0,Centre-Forward,FC Porto,Portugal,out,Winter,2005,366
Al-Ettifaq FC,Saudi Arabia,Yaw Preko,31.0,Centre-Forward,Halmstads BK,Sweden,in,Winter,2005,367
Al-Ettifaq FC,Saudi Arabia,Rabii Laafoui,28.0,Attack,Moghreb Tétouan,Morocco,in,Winter,2005,368
Al-Ettifaq FC,Saudi Arabia,Fawzi Bashir,21.0,Attacking Midfield,Al-Wakrah SC,Qatar,out,Winter,2005,369
Al-Ettifaq FC,Saudi Arabia,Hassen Riahi,31.0,Central Midfield,CA Bizertin,Tunisia,out,Winter,2005,370
Al-Ettifaq FC,Saudi Arabia,Ahmed Al-Bahri,25.0,Right-Back,Al-Shabab,Saudi Arabia,out,Winter,2005,371
Al-Qadsiah FC,Saudi Arabia,Zé Augusto,27.0,Attacking Midfield,Madureira,United Arab Emirates,out,Winter,2005,372
Al-Wehda FC,Saudi Arabia,Crispin Odula Wadenia,19.0,Centre-Back,Coast Stars,Kenya,in,Winter,2005,373
Al-Wehda FC,Saudi Arabia,Majed Al-Marshadi,21.0,Centre-Back,Al-Hilal,Saudi Arabia,in,Winter,2005,374
Al-Wehda FC,Saudi Arabia,Kamel Al-Mousa,23.0,Centre-Back,Al-Hilal,Saudi Arabia,out,Winter,2005,375
Al-Wehda FC,Saudi Arabia,Nasser Al-Shamrani,22.0,Centre-Forward,Al-Shabab,Saudi Arabia,out,Winter,2005,376
Al-Wehda FC,Saudi Arabia,Assaf Al Qarni,21.0,Goalkeeper,Al-Ahli SFC,Saudi Arabia,out,Winter,2005,377
Al-Hazem SC,Saudi Arabia,Toy,28.0,Centre-Forward,Olhanense,Portugal,in,Winter,2005,378
Al-Ahli SFC,Saudi Arabia,Assaf Al Qarni,21.0,Goalkeeper,Al-Wehda,Saudi Arabia,in,Winter,2005,379
Al-Ahli SFC,Saudi Arabia,Dejan Damjanović,24.0,Centre-Forward,FK Bezanija,Serbia,in,Winter,2005,380
Al-Ahli SFC,Saudi Arabia,Mootaz Al-Mousa,18.0,Defensive Midfield,Al-Ahli SFC U23,Saudi Arabia,in,Winter,2005,381
Al-Ahli SFC,Saudi Arabia,Youssef Rabeh,20.0,Centre-Back,FUS Rabat,Morocco,out,Winter,2005,382
Al-Ahli SFC,Saudi Arabia,Talal Al-Meshal,27.0,Centre-Forward,Al-Nassr,Saudi Arabia,out,Winter,2005,383
Al-Hilal SFC,Saudi Arabia,Ibrahima Ba,21.0,Defensive Midfield,CS Sfaxien,Tunisia,in,Summer,2006,384
Al-Hilal SFC,Saudi Arabia,Guarú,25.0,Attacking Midfield,Paulista,Brazil,in,Summer,2006,385
Al-Hilal SFC,Saudi Arabia,Welton,27.0,Centre-Forward,MTK Budapest,Hungary,in,Summer,2006,386
Al-Hilal SFC,Saudi Arabia,Tareq Al Tayeb,29.0,Attacking Midfield,Gaziantepspor,Turkey,in,Summer,2006,387
Al-Hilal SFC,Saudi Arabia,Khaled Al-Anqari,0.0,Defence,Al-Riyadh SC,Qatar,in,Summer,2006,388
Al-Hilal SFC,Saudi Arabia,Majed Al-Marshadi,21.0,Centre-Back,Al-Wehda,Saudi Arabia,in,Summer,2006,389
Al-Hilal SFC,Saudi Arabia,Sultan Al-Saud,20.0,Right Winger,Al-Hilal U23,Saudi Arabia,in,Summer,2006,390
Al-Hilal SFC,Saudi Arabia,Giovanni,34.0,Attacking Midfield,Ethn. Piraeus,Greece,out,Summer,2006,391
Al-Hilal SFC,Saudi Arabia,Camacho,26.0,Attacking Midfield,Al-Arabi SC,Qatar,out,Summer,2006,392
Al-Hilal SFC,Saudi Arabia,Abdullah Sulaiman Zubromawi,32.0,Centre-Back,Al-Wehda,Saudi Arabia,out,Summer,2006,393
Al-Hilal SFC,Saudi Arabia,Badr Al-Dakheel,20.0,Centre-Back,Al-Tai,Saudi Arabia,out,Summer,2006,394
Al-Hilal SFC,Saudi Arabia,Kamel Al-Mousa,23.0,Centre-Back,Al-Wehda,Saudi Arabia,out,Summer,2006,395
Al-Ahli SFC,Saudi Arabia,Darko Anic,32.0,Central Midfield,Nacional,Portugal,in,Summer,2006,396
Al-Ahli SFC,Saudi Arabia,Abdullah Al-Mayouf,19.0,Goalkeeper,Al-Hilal U23,Saudi Arabia,in,Summer,2006,397
Al-Ahli SFC,Saudi Arabia,Khaled Badra,33.0,Centre-Back,ES Tunis,Tunisia,in,Summer,2006,398
Al-Ahli SFC,Saudi Arabia,Ibrahim Hazzazi,21.0,Right-Back,Al-Ahli SFC U23,Saudi Arabia,in,Summer,2006,399
Al-Ahli SFC,Saudi Arabia,Husain Turki,24.0,Centre-Forward,Khaleej,Saudi Arabia,in,Summer,2006,400
Al-Ahli SFC,Saudi Arabia,Husain Turki,24.0,Centre-Forward,Al-Riyadh SC,Qatar,in,Summer,2006,401
Al-Ahli SFC,Saudi Arabia,Safwan Al-Muwallid,22.0,Second Striker,Al-Hazem,Saudi Arabia,out,Summer,2006,402
Al-Ahli SFC,Saudi Arabia,Husain Turki,24.0,Centre-Forward,Khaleej,Saudi Arabia,out,Summer,2006,403
Al-Ahli SFC,Saudi Arabia,Taiseer Al-Jassam,22.0,Central Midfield,Al-Gharafa SC,Qatar,out,Summer,2006,404
Al-Ahli SFC,Saudi Arabia,Abdullah Jumaan Al-Dossary,29.0,Centre-Forward,Retired,Retired,out,Summer,2006,405
Al-Ahli SFC,Saudi Arabia,Assaf Al Qarni,22.0,Goalkeeper,Al-Wehda,Saudi Arabia,out,Summer,2006,406
Al-Ettifaq FC,Saudi Arabia,Wajih Sghaier,27.0,Attacking Midfield,ES Tunis,Tunisia,in,Summer,2006,407
Al-Ettifaq FC,Saudi Arabia,Ahmed Al-Bahri,25.0,Right-Back,Al-Shabab,Saudi Arabia,in,Summer,2006,408
Al-Ettifaq FC,Saudi Arabia,Rabil Lafoui,30.0,Attack,Moghreb Tétouan,Morocco,out,Summer,2006,409
Al-Ettifaq FC,Saudi Arabia,Hamid Nater,25.0,Midfield,Raja Casablanca,Morocco,out,Summer,2006,410
Al-Ettifaq FC,Saudi Arabia,Rabii Laafoui,30.0,Attack,Busaiteen Club,Bahrain,out,Summer,2006,411
Al-Ettifaq FC,Saudi Arabia,Abdellatif Jrindou,31.0,Centre-Back,Raja Casablanca,Morocco,out,Summer,2006,412
Al-Ettifaq FC,Saudi Arabia,Luís Alberto,22.0,Defensive Midfield,EC Bahia,France,out,Summer,2006,413
Al-Shabab FC,Saudi Arabia,Waleed Abdullah,20.0,Goalkeeper,Al-Shabab U23,Saudi Arabia,in,Summer,2006,414
Al-Shabab FC,Saudi Arabia,Abdullah Al-Shehan,29.0,Attack,Career break,Career break,out,Summer,2006,415
Al-Shabab FC,Saudi Arabia,Nasser Al-Shamrani,22.0,Centre-Forward,Al-Wehda,Saudi Arabia,out,Summer,2006,416
Al-Shabab FC,Saudi Arabia,Ahmed Al-Bahri,25.0,Right-Back,Al-Ettifaq,Saudi Arabia,out,Summer,2006,417
Al-Nassr FC,Saudi Arabia,Denílson,28.0,Left Winger,G. Bordeaux,France,in,Summer,2006,418
Al-Nassr FC,Saudi Arabia,Alberto Blanco,28.0,Central Midfield,Al-Ain FC,Saudi Arabia,in,Summer,2006,419
Al-Nassr FC,Saudi Arabia,Massamasso Tchangai,27.0,Centre-Back,Benevento,Italy,in,Summer,2006,420
Al-Nassr FC,Saudi Arabia,Khalid Radhi,25.0,Goalkeeper,Al-Riyadh SC,Qatar,in,Summer,2006,421
Al-Nassr FC,Saudi Arabia,Issam Mardassi,26.0,Centre-Back,CS Sfaxien,Tunisia,in,Summer,2006,422
Al-Nassr FC,Saudi Arabia,Ibrahim Al-Harbi,30.0,Defensive Midfield,Ohod Club,Saudi Arabia,out,Summer,2006,423
Ittihad Club,Saudi Arabia,Alhassane Keita,23.0,Centre-Forward,FC Zürich,Switzerland,in,Summer,2006,424
Ittihad Club,Saudi Arabia,Milenko Acimovic,29.0,Left Midfield,LOSC Lille,Belgium,in,Summer,2006,425
Ittihad Club,Saudi Arabia,Jared Borgetti,32.0,Centre-Forward,Bolton,England,in,Summer,2006,426
